game	inning	pitcher	hitter	hit	type	x	y
3	Bottom	Zach McAllister	Yunel Escobar	O	Flyout	185.74	102.41
3	Bottom	Zach McAllister	David DeJesus	H	Single	185.74	106.43
3	Bottom	Zach McAllister	Ben Zobrist	O	Flyout	116.47	60.24
4	Top	Erik Bedard	Ryan Raburn	O	Pop Out	108.43	152.61
4	Top	Erik Bedard	Asdrubal Cabrera	O	Flyout	106.43	52.21
4	Bottom	Zach McAllister	James Loney	H	Single	173.69	106.43
4	Bottom	Zach McAllister	Wil Myers	H	Double	66.27	70.28
4	Bottom	Zach McAllister	Matt Joyce	O	Flyout	140.56	54.22
4	Bottom	Zach McAllister	Yunel Escobar	H	Single	194.78	114.46
4	Bottom	Zach McAllister	Ryan Hanigan	O	Groundout	102.41	171.69
5	Top	Erik Bedard	David Murphy	O	Flyout	79.32	98.39
5	Top	Erik Bedard	Jose Ramirez	O	Groundout	104.42	173.69
5	Top	Erik Bedard	Mike Aviles	O	Flyout	194.78	99.4
5	Bottom	Zach McAllister	David DeJesus	O	Lineout	148.59	173.69
5	Bottom	Zach McAllister	Ben Zobrist	H	Single	140.56	80.32
5	Bottom	Zach McAllister	Evan Longoria	H	Double	160.64	42.17
5	Bottom	Zach McAllister	James Loney	H	Single	195.78	123.49
5	Bottom	C.C. Lee	Matt Joyce	O	Groundout	143.57	156.63
6	Top	Erik Bedard	Nick Swisher	O	Flyout	72.29	72.29
6	Top	Erik Bedard	Michael Brantley	O	Groundout	144.58	158.63
6	Top	Erik Bedard	Carlos Santana	O	Groundout	105.42	172.69
7	Top	Juan Carlos Oviedo	Ryan Raburn	O	Groundout	147.59	174.7
7	Top	Juan Carlos Oviedo	Asdrubal Cabrera	O	Flyout	199.8	83.33
7	Top	Juan Carlos Oviedo	Yan Gomes	O	Pop Out	113.45	181.73
7	Bottom	Josh Outman	David DeJesus	O	Flyout	126.51	63.25
7	Bottom	Josh Outman	Ben Zobrist	H	Double	43.17	103.41
7	Bottom	Josh Outman	James Loney	H	Single	153.61	78.31
7	Bottom	Carlos Carrasco	Matt Joyce	O	Flyout	111.45	66.27
7	Bottom	Carlos Carrasco	Desmond Jennings	O	Flyout	66.27	80.32
8	Top	Juan Carlos Oviedo	Jose Ramirez	O	Groundout	134.54	154.62
8	Bottom	Carlos Carrasco	Yunel Escobar	O	Flyout	157.63	56.22
8	Bottom	Carlos Carrasco	Ryan Hanigan	O	Flyout	77.31	91.37
8	Bottom	Carlos Carrasco	David DeJesus	O	Groundout	142.57	155.62
9	Top	Grant Balfour	Lonnie Chisenhall	H	Single	127.51	77.31
9	Top	Grant Balfour	Michael Brantley	H	Single	86.35	91.37
9	Top	Grant Balfour	Ryan Raburn	O	Flyout	126.51	66.27
9	Top	Grant Balfour	Asdrubal Cabrera	O	Groundout	145.58	156.63
1	Top	Alfredo Simon	Charlie Blackmon	H	Home Run	199.8	54.22
1	Top	Alfredo Simon	Corey Dickerson	H	Home Run	217.87	59.24
1	Top	Alfredo Simon	Troy Tulowitzki	O	Flyout	130.52	85.34
1	Top	Alfredo Simon	Carlos Gonzalez	O	Flyout	72.29	115.46
1	Top	Alfredo Simon	Nolan Arenado	O	Groundout	113.45	151.61
1	Bottom	Jordan Lyles	Brayan Pena	O	Groundout	119.48	146.59
2	Top	Alfredo Simon	Justin Morneau	O	Lineout	83.33	115.46
2	Top	Alfredo Simon	Jordan Pacheco	H	Single	88.35	124.5
2	Top	Alfredo Simon	DJ LeMahieu	H	Single	156.63	115.46
2	Top	Alfredo Simon	Jordan Lyles	O	Groundout	127.51	169.68
2	Top	Alfredo Simon	Charlie Blackmon	O	Lineout	94.38	92.37
2	Bottom	Jordan Lyles	Joey Votto	H	Home Run	25.1	87.35
2	Bottom	Jordan Lyles	Todd Frazier	O	Groundout	123.49	162.65
2	Bottom	Jordan Lyles	Zack Cozart	O	Groundout	136.55	150.6
3	Top	Alfredo Simon	Corey Dickerson	H	Double	97.39	42.17
3	Top	Alfredo Simon	Troy Tulowitzki	H	Single	114.46	173.69
3	Top	Alfredo Simon	Carlos Gonzalez	O	Groundout	137.55	154.62
3	Top	Alfredo Simon	Nolan Arenado	H	Double	158.63	75.3
3	Top	Alfredo Simon	Justin Morneau	H	Home Run	162.65	30.12
3	Top	Alfredo Simon	Jordan Pacheco	O	Flyout	184.74	122.49
3	Bottom	Jordan Lyles	Skip Schumaker	O	Flyout	116.47	114.46
3	Bottom	Jordan Lyles	Brayan Pena	O	Flyout	84.34	113.45
4	Top	Nick Christiani	Charlie Blackmon	H	Double	186.75	74.3
4	Top	Nick Christiani	Corey Dickerson	H	Double	51.2	79.32
4	Top	Nick Christiani	Nolan Arenado	O	Groundout	107.43	162.65
4	Bottom	Jordan Lyles	Todd Frazier	O	Groundout	127.51	162.65
5	Top	Nick Christiani	Justin Morneau	O	Groundout	154.62	164.66
5	Top	Nick Christiani	Jordan Pacheco	O	Lineout	102.41	168.67
5	Bottom	Jordan Lyles	Zack Cozart	O	Lineout	144.58	167.67
5	Bottom	Jordan Lyles	Billy Hamilton	O	Groundout	139.56	157.63
5	Bottom	Jordan Lyles	Skip Schumaker	H	Single	162.65	124.5
5	Bottom	Jordan Lyles	Brayan Pena	O	Lineout	184.74	88.35
6	Top	J.J. Hoover	Charlie Blackmon	H	Single	125.5	96.39
6	Top	J.J. Hoover	Corey Dickerson	H	Home Run	208.84	41.16
6	Top	J.J. Hoover	Troy Tulowitzki	H	Home Run	50.2	50.2
6	Top	J.J. Hoover	Carlos Gonzalez	O	Flyout	121.49	107.43
6	Top	J.J. Hoover	Nolan Arenado	H	Double	45.18	86.35
6	Top	J.J. Hoover	Justin Morneau	O	Groundout	150.6	162.65
6	Bottom	Jordan Lyles	Brandon Phillips	H	Double	42.17	91.37
6	Bottom	Jordan Lyles	Ryan Ludwick	H	Single	121.49	107.43
7	Top	J.J. Hoover	Jordan Pacheco	O	Groundout	110.44	159.64
7	Top	J.J. Hoover	DJ LeMahieu	O	Lineout	85.34	74.3
7	Bottom	Nick Masset	Zack Cozart	O	Flyout	121.49	47.19
7	Bottom	Nick Masset	Chris Heisey	O	Groundout	116.47	166.67
7	Bottom	Nick Masset	Skip Schumaker	O	Groundout	146.59	159.64
8	Top	Logan Ondrusek	Charlie Culberson	H	Single	125.5	144.58
8	Top	Logan Ondrusek	Brandon Barnes	O	Lineout	135.54	67.27
8	Bottom	Matt Belisle	Brayan Pena	E	Field Error	146.59	164.66
8	Bottom	Matt Belisle	Neftali Soto	O	Groundout	131.53	150.6
9	Top	Sean Marshall	Jordan Pacheco	H	Double	40.16	118.47
9	Top	Sean Marshall	DJ LeMahieu	O	Groundout	111.45	156.63
9	Top	Sean Marshall	Drew Stubbs	O	Groundout	100.4	166.67
9	Bottom	Rex Brothers	Todd Frazier	H	Single	81.33	116.47
9	Bottom	Rex Brothers	Ryan Ludwick	E	Catcher Interference	84.98	101.89
9	Bottom	Rex Brothers	Roger Bernadina	O	Groundout	150.6	161.65
9	Bottom	Rex Brothers	Zack Cozart	O	Pop Out	144.58	151.61
9	Bottom	Rex Brothers	Chris Heisey	O	Pop Out	157.63	153.61
1	Top	Kyle Lohse	Jacoby Ellsbury	O	Groundout	142.57	155.62
1	Top	Kyle Lohse	Brett Gardner	O	Flyout	98.39	98.39
1	Top	Kyle Lohse	Carlos Beltran	O	Pop Out	99.4	136.55
1	Bottom	CC Sabathia	Carlos Gomez	H	Home Run	12.05	47.19
1	Bottom	CC Sabathia	Jean Segura	O	Flyout	173.69	116.47
1	Bottom	CC Sabathia	Jonathan Lucroy	O	Groundout	108.43	154.62
1	Bottom	CC Sabathia	Aramis Ramirez	H	Single	118.47	91.37
1	Bottom	CC Sabathia	Rickie Weeks	O	Groundout	141.57	151.61
2	Top	Kyle Lohse	Mark Teixeira	H	Single	179.72	99.4
2	Top	Kyle Lohse	Yangervis Solarte	H	Single	196.79	106.43
2	Top	Kyle Lohse	Brian Roberts	O	Flyout	115.46	94.38
2	Bottom	CC Sabathia	Mark Reynolds	O	Pop Out	106.43	155.62
2	Bottom	CC Sabathia	Khris Davis	O	Flyout	69.28	69.28
2	Bottom	CC Sabathia	Caleb Gindl	O	Groundout	143.57	155.62
3	Top	Kyle Lohse	Brendan Ryan	H	Single	121.49	88.35
3	Top	Kyle Lohse	CC Sabathia	O	Groundout	110.44	151.61
3	Top	Kyle Lohse	Jacoby Ellsbury	E	Catcher Interference	131.33	122.61
3	Top	Kyle Lohse	Brett Gardner	H	Triple	216.87	97.39
3	Top	Kyle Lohse	Carlos Beltran	H	Single	71.29	110.44
3	Top	Kyle Lohse	Mark Teixeira	O	Groundout	146.59	155.62
3	Bottom	CC Sabathia	Kyle Lohse	O	Groundout	105.42	162.65
3	Bottom	CC Sabathia	Jean Segura	E	Field Error	108.43	155.62
3	Bottom	CC Sabathia	Jonathan Lucroy	H	Home Run	144.58	24.1
3	Bottom	CC Sabathia	Aramis Ramirez	H	Home Run	8.03	65.26
3	Bottom	CC Sabathia	Rickie Weeks	H	Single	113.45	93.37
3	Bottom	CC Sabathia	Mark Reynolds	H	Single	150.6	108.43
4	Top	Kyle Lohse	Brian McCann	H	Single	86.35	106.43
4	Top	Kyle Lohse	Yangervis Solarte	O	Groundout	111.45	164.66
4	Top	Kyle Lohse	Brian Roberts	O	Lineout	95.38	101.41
4	Top	Kyle Lohse	Brendan Ryan	H	Single	111.45	172.69
4	Top	Kyle Lohse	CC Sabathia	O	Groundout	110.44	150.6
4	Bottom	CC Sabathia	Caleb Gindl	O	Flyout	115.46	85.34
4	Bottom	CC Sabathia	Kyle Lohse	O	Pop Out	166.67	171.69
5	Top	Kyle Lohse	Jacoby Ellsbury	O	Pop Out	71.29	164.66
5	Top	Kyle Lohse	Carlos Beltran	O	Groundout	154.62	168.67
5	Bottom	CC Sabathia	Jean Segura	O	Lineout	209.84	111.45
5	Bottom	CC Sabathia	Jonathan Lucroy	O	Lineout	108.43	58.23
6	Top	Kyle Lohse	Mark Teixeira	H	Home Run	41.16	59.24
6	Top	Kyle Lohse	Brian McCann	O	Groundout	134.54	150.6
6	Top	Kyle Lohse	Yangervis Solarte	O	Groundout	148.59	163.65
6	Top	Kyle Lohse	Brian Roberts	O	Flyout	120.48	62.25
6	Bottom	CC Sabathia	Rickie Weeks	O	Lineout	186.75	101.41
6	Bottom	CC Sabathia	Khris Davis	H	Single	128.51	86.35
6	Bottom	CC Sabathia	Caleb Gindl	H	Single	147.59	159.64
7	Top	Tyler Thornburg	Ichiro Suzuki	H	Single	117.47	88.35
7	Top	Zach Duke	Jacoby Ellsbury	O	Flyout	71.29	100.4
7	Top	Zach Duke	Alfonso Soriano	H	Single	167.67	109.44
7	Top	Zach Duke	Carlos Beltran	O	Groundout	107.43	165.66
7	Bottom	Alfredo Aceves	Jean Segura	O	Groundout	109.44	162.65
7	Bottom	Alfredo Aceves	Jonathan Lucroy	H	Double	204.82	78.31
7	Bottom	Alfredo Aceves	Jeff Bianchi	O	Pop Out	161.65	133.53
7	Bottom	Alfredo Aceves	Rickie Weeks	H	Single	76.31	106.43
8	Top	Will Smith	Mark Teixeira	O	Groundout	107.43	155.62
8	Bottom	Alfredo Aceves	Khris Davis	O	Lineout	73.29	104.42
8	Bottom	Alfredo Aceves	Logan Schafer	O	Flyout	67.27	104.42
8	Bottom	Alfredo Aceves	Carlos Gomez	O	Flyout	109.44	36.14
9	Top	Francisco Rodriguez	Brian Roberts	O	Flyout	208.84	82.33
9	Top	Francisco Rodriguez	Kelly Johnson	O	Lineout	206.83	78.31
9	Top	Francisco Rodriguez	Ichiro Suzuki	O	Flyout	79.32	116.47
1	Top	Dillon Gee	Ben Revere	H	Single	137.55	92.37
1	Top	Dillon Gee	Jimmy Rollins	H	Single	169.68	102.41
1	Top	Dillon Gee	Chase Utley	O	Lineout	140.56	75.3
1	Top	Dillon Gee	Ryan Howard	H	Double	82.33	60.24
1	Top	Dillon Gee	Domonic Brown	H	Single	131.53	107.43
1	Top	Dillon Gee	Carlos Ruiz	O	Groundout	122.49	178.71
1	Top	Dillon Gee	Cody Asche	O	Lineout	149.6	158.63
1	Bottom	Kyle Kendrick	Daniel Murphy	O	Groundout	148.59	151.61
1	Bottom	Kyle Kendrick	David Wright	H	Home Run	60.24	42.17
1	Bottom	Kyle Kendrick	Curtis Granderson	O	Groundout	144.58	148.59
1	Bottom	Kyle Kendrick	Chris Young	O	Groundout	123.49	192.77
2	Top	Dillon Gee	Kyle Kendrick	O	Lineout	105.42	163.65
2	Top	Dillon Gee	Ben Revere	O	Groundout	125.5	177.71
2	Top	Dillon Gee	Jimmy Rollins	H	Home Run	212.85	40.16
2	Top	Dillon Gee	Chase Utley	O	Flyout	61.24	139.56
2	Bottom	Kyle Kendrick	Wilmer Flores	O	Flyout	146.59	54.22
2	Bottom	Kyle Kendrick	Travis d'Arnaud	O	Lineout	141.57	55.22
3	Top	Dillon Gee	Ryan Howard	O	Groundout	152.61	138.55
3	Top	Dillon Gee	Marlon Byrd	O	Flyout	150.6	46.18
3	Top	Dillon Gee	Domonic Brown	O	Lineout	66.27	76.31
3	Bottom	Kyle Kendrick	Juan Lagares	O	Groundout	103.41	154.62
3	Bottom	Kyle Kendrick	Daniel Murphy	O	Flyout	136.55	53.21
4	Top	Dillon Gee	Carlos Ruiz	O	Lineout	180.72	120.48
4	Top	Dillon Gee	Cody Asche	O	Groundout	148.59	156.63
4	Bottom	Kyle Kendrick	David Wright	O	Groundout	104.42	156.63
4	Bottom	Kyle Kendrick	Curtis Granderson	H	Single	127.51	174.7
4	Bottom	Kyle Kendrick	Lucas Duda	O	Lineout	110.44	145.58
5	Top	Dillon Gee	Ben Revere	O	Groundout	142.57	152.61
5	Top	Dillon Gee	Jimmy Rollins	O	Flyout	93.37	79.32
5	Top	Dillon Gee	Ryan Howard	H	Single	121.49	95.38
5	Top	Dillon Gee	Marlon Byrd	O	Pop Out	105.42	122.49
5	Bottom	Kyle Kendrick	Wilmer Flores	O	Groundout	144.58	148.59
5	Bottom	Kyle Kendrick	Travis d'Arnaud	O	Pop Out	134.54	207.83
5	Bottom	Kyle Kendrick	Dillon Gee	O	Groundout	106.43	166.67
6	Top	Dillon Gee	Domonic Brown	O	Groundout	148.59	161.65
6	Top	Dillon Gee	Carlos Ruiz	O	Groundout	149.6	158.63
6	Top	Dillon Gee	Kyle Kendrick	O	Groundout	107.43	152.61
